defect_id,product_id,supplier_id,warehouse_id,defect_type,defect_count,inspection_date,severity
DEF045632,PRD06310,SUP0474,WH023,Packaging Damage,102,8/23/2024,Medium
DEF045633,PRD01105,SUP0780,WH047,Transit Damage,127,5/24/2026,Medium
DEF045634,PRD07678,SUP0053,WH050,Label Error,170,5/16/2025,Medium
DEF045635,PRD02464,SUP0657,WH016,Broken Item,275,5/18/2024,Medium
DEF045636,PRD04811,SUP0144,WH042,Contamination,469,6/17/2023,Medium
DEF045637,PRD01795,SUP0869,WH003,Transit Damage,93,10/4/2025,Low
DEF045638,PRD04302,SUP0314,WH028,Label Error,177,9/17/2023,High
DEF045639,PRD05632,SUP0315,WH034,Broken Item,375,5/6/2026,High
DEF045640,PRD01647,SUP0092,WH022,Label Error,228,2/26/2023,Low
DEF045641,PRD04209,SUP0228,WH035,Label Error,470,1/22/2025,Medium
DEF045642,PRD03815,SUP0559,WH032,Label Error,11,9/11/2025,Medium
DEF045643,PRD05716,SUP0986,WH011,Expired Product,218,12/26/2024,Low
DEF045644,PRD03986,SUP0072,WH030,Label Error,225,4/3/2023,High
DEF045645,PRD02819,SUP0265,WH041,Packaging Damage,270,6/25/2023,High
DEF045646,PRD03106,SUP0590,WH023,Expired Product,52,4/1/2026,Medium
DEF045647,PRD07132,SUP0985,WH034,Broken Item,43,1/13/2024,Low
DEF045648,PRD08537,SUP0750,WH039,Quality Failure,325,12/17/2025,Medium
DEF045649,PRD00608,SUP0078,WH049,Broken Item,128,12/11/2024,Medium
DEF045650,PRD00596,SUP0515,WH016,Broken Item,465,2/6/2025,Medium
DEF045651,PRD03392,SUP0580,WH041,Expired Product,367,5/25/2023,Medium
DEF045652,PRD03480,SUP0614,WH006,Quality Failure,72,2/11/2025,Low
DEF045653,PRD06426,SUP0452,WH009,Quality Failure,41,1/6/2026,High
DEF045654,PRD08659,SUP0886,WH012,Broken Item,254,12/11/2023,Critical
DEF045655,PRD07278,SUP0656,WH027,Expired Product,387,1/13/2023,Low
DEF045656,PRD02155,SUP0383,WH010,Contamination,68,3/4/2026,High
DEF045657,PRD07710,SUP0596,WH003,Transit Damage,331,11/9/2023,Medium
DEF045658,PRD07274,SUP0439,WH008,Expired Product,257,1/10/2025,High
DEF045659,PRD08802,SUP0803,WH011,Transit Damage,152,4/15/2026,Critical
DEF045660,PRD05487,SUP0776,WH026,Transit Damage,113,8/16/2023,Low
DEF045661,PRD02070,SUP0980,WH044,Contamination,309,4/1/2025,Low
DEF045662,PRD03163,SUP0813,WH025,Label Error,111,9/16/2025,Medium
DEF045663,PRD06260,SUP0737,WH022,Expired Product,294,3/2/2025,Medium
DEF045664,PRD06769,SUP0802,WH021,Expired Product,195,3/28/2025,Medium
DEF045665,PRD01638,SUP0885,WH027,Quality Failure,1,5/19/2026,Low
DEF045666,PRD03681,SUP0491,WH017,Contamination,435,8/3/2025,Critical
DEF045667,PRD07762,SUP0778,WH002,Transit Damage,278,5/5/2023,High
DEF045668,PRD00977,SUP0288,WH015,Contamination,264,9/26/2023,Low
DEF045669,PRD03376,SUP0915,WH009,Quality Failure,38,6/27/2025,High
DEF045670,PRD05350,SUP0099,WH041,Packaging Damage,303,4/18/2023,High
DEF045671,PRD08962,SUP0828,WH040,Transit Damage,274,4/14/2024,Low
DEF045672,PRD09032,SUP0049,WH004,Broken Item,39,10/15/2023,Critical
DEF045673,PRD09218,SUP0332,WH043,Transit Damage,121,12/13/2023,Medium
DEF045674,PRD02267,SUP0983,WH037,Quality Failure,282,8/22/2023,Low
DEF045675,PRD05554,SUP0445,WH027,Broken Item,136,6/9/2025,High
DEF045676,PRD07126,SUP0038,WH005,Packaging Damage,23,5/31/2025,Low
DEF045677,PRD07030,SUP0902,WH008,Quality Failure,278,11/28/2023,High
DEF045678,PRD06855,SUP0502,WH049,Expired Product,218,12/29/2025,Low
DEF045679,PRD02315,SUP0978,WH033,Contamination,233,1/18/2026,Medium
DEF045680,PRD08959,SUP0745,WH017,Label Error,182,12/16/2025,High
DEF045681,PRD09489,SUP0302,WH019,Quality Failure,238,9/26/2023,Medium
DEF045682,PRD03280,SUP0535,WH047,Expired Product,457,6/8/2026,Medium
DEF045683,PRD02383,SUP0375,WH050,Expired Product,118,2/16/2023,Medium
DEF045684,PRD03464,SUP0978,WH036,Broken Item,330,5/16/2025,Low
DEF045685,PRD07016,SUP0599,WH039,Transit Damage,87,12/2/2023,Low
DEF045686,PRD05391,SUP0270,WH032,Transit Damage,291,2/5/2024,High
DEF045687,PRD05893,SUP0063,WH018,Transit Damage,47,3/23/2023,Low
DEF045688,PRD09652,SUP0825,WH015,Quality Failure,187,12/22/2024,Medium
DEF045689,PRD07471,SUP0616,WH010,Broken Item,499,12/6/2023,Low
DEF045690,PRD07347,SUP0278,WH005,Expired Product,453,12/15/2025,Low
DEF045691,PRD00831,SUP0576,WH015,Expired Product,298,12/31/2023,Low
DEF045692,PRD08426,SUP0416,WH029,Quality Failure,448,12/27/2024,High
DEF045693,PRD09623,SUP0115,WH028,Packaging Damage,374,12/29/2023,High
DEF045694,PRD04370,SUP0578,WH050,Transit Damage,105,7/15/2023,Low
DEF045695,PRD07752,SUP0776,WH013,Quality Failure,58,4/24/2025,High
DEF045696,PRD07511,SUP0319,WH015,Label Error,131,4/8/2024,Low
DEF045697,PRD02638,SUP0488,WH005,Expired Product,9,1/7/2024,Low
DEF045698,PRD04076,SUP0368,WH013,Broken Item,137,12/21/2024,Low
DEF045699,PRD09041,SUP0026,WH001,Label Error,369,8/11/2024,High
DEF045700,PRD00148,SUP0606,WH027,Expired Product,212,10/15/2024,Low
DEF045701,PRD02217,SUP0858,WH013,Label Error,419,6/28/2025,Low
DEF045702,PRD09740,SUP0647,WH013,Packaging Damage,167,7/20/2023,Low
DEF045703,PRD03128,SUP0192,WH025,Transit Damage,165,4/17/2023,Medium
DEF045704,PRD08154,SUP0076,WH007,Expired Product,354,11/27/2023,Low
DEF045705,PRD01421,SUP0989,WH034,Quality Failure,243,1/31/2024,Medium
DEF045706,PRD00117,SUP0354,WH046,Quality Failure,414,4/6/2023,Low
DEF045707,PRD09795,SUP0388,WH013,Quality Failure,337,1/24/2024,Low
DEF045708,PRD08280,SUP0885,WH032,Expired Product,215,5/2/2025,Critical
DEF045709,PRD09150,SUP0454,WH010,Contamination,273,6/12/2025,High
DEF045710,PRD03893,SUP0028,WH044,Label Error,337,9/4/2023,Low
DEF045711,PRD00037,SUP0486,WH049,Packaging Damage,426,9/2/2024,Low
DEF045712,PRD00750,SUP0684,WH006,Transit Damage,38,6/29/2026,Medium
DEF045713,PRD09432,SUP0861,WH018,Quality Failure,251,2/1/2025,Low
DEF045714,PRD05773,SUP0604,WH030,Label Error,154,10/18/2023,Low
DEF045715,PRD06305,SUP0715,WH043,Packaging Damage,355,1/31/2024,Low
DEF045716,PRD09844,SUP0045,WH040,Packaging Damage,187,7/29/2025,Medium
DEF045717,PRD03404,SUP0917,WH040,Transit Damage,265,4/6/2023,Medium
DEF045718,PRD02822,SUP0117,WH016,Transit Damage,455,5/9/2024,Medium
DEF045719,PRD01865,SUP0502,WH023,Expired Product,93,12/14/2024,Medium
DEF045720,PRD04081,SUP0225,WH032,Label Error,34,6/17/2024,Medium
DEF045721,PRD05521,SUP0311,WH011,Contamination,299,12/3/2023,Medium
DEF045722,PRD08244,SUP0916,WH041,Quality Failure,219,9/15/2025,Low
DEF045723,PRD06911,SUP0569,WH030,Contamination,257,5/4/2024,Low
DEF045724,PRD00396,SUP0535,WH025,Label Error,298,5/13/2024,Medium
DEF045725,PRD04063,SUP0771,WH034,Quality Failure,91,10/6/2024,Medium
DEF045726,PRD01283,SUP0081,WH032,Quality Failure,500,10/28/2024,Low
DEF045727,PRD08350,SUP0296,WH018,Transit Damage,98,12/11/2023,High
DEF045728,PRD02959,SUP0125,WH005,Packaging Damage,460,8/27/2023,Low
DEF045729,PRD04166,SUP0652,WH026,Packaging Damage,416,4/12/2024,Low
DEF045730,PRD07050,SUP0479,WH019,Contamination,402,4/28/2025,Low
DEF045731,PRD05905,SUP0907,WH041,Transit Damage,403,8/24/2024,Medium
DEF045732,PRD05886,SUP0537,WH022,Packaging Damage,450,11/30/2024,Low
DEF045733,PRD09070,SUP0856,WH011,Broken Item,350,3/18/2023,Medium
DEF045734,PRD05364,SUP0934,WH019,Packaging Damage,304,9/4/2025,Medium
DEF045735,PRD03138,SUP0607,WH002,Contamination,432,1/1/2024,High
DEF045736,PRD02165,SUP0136,WH026,Quality Failure,314,2/21/2025,Low
DEF045737,PRD03049,SUP0868,WH019,Expired Product,468,5/25/2026,Low
DEF045738,PRD02473,SUP0656,WH020,Contamination,447,12/30/2024,Low
DEF045739,PRD05761,SUP0335,WH049,Transit Damage,343,8/21/2025,Medium
DEF045740,PRD08396,SUP0553,WH030,Broken Item,268,4/19/2025,Medium
DEF045741,PRD06013,SUP0907,WH007,Quality Failure,271,2/26/2024,Low
DEF045742,PRD07435,SUP0777,WH035,Broken Item,253,6/29/2023,Medium
DEF045743,PRD07897,SUP0083,WH043,Label Error,425,7/8/2023,Low
DEF045744,PRD02879,SUP0270,WH034,Quality Failure,340,2/9/2024,High
DEF045745,PRD01842,SUP0630,WH037,Quality Failure,192,7/25/2025,Low
DEF045746,PRD01147,SUP0455,WH028,Packaging Damage,210,4/28/2024,Critical
DEF045747,PRD06915,SUP0360,WH018,Broken Item,496,5/29/2023,Low
DEF045748,PRD04807,SUP0464,WH034,Expired Product,117,7/10/2024,Medium
DEF045749,PRD03381,SUP0262,WH013,Transit Damage,434,10/7/2025,Medium
DEF045750,PRD09102,SUP0353,WH016,Label Error,205,10/14/2023,Medium
DEF045751,PRD03610,SUP0542,WH024,Transit Damage,449,4/22/2026,Low
DEF045752,PRD03522,SUP0859,WH040,Label Error,235,5/31/2025,High
DEF045753,PRD03693,SUP0840,WH044,Label Error,283,6/5/2026,Low
DEF045754,PRD02051,SUP0366,WH026,Transit Damage,335,12/16/2023,High
DEF045755,PRD03045,SUP0572,WH038,Contamination,421,2/19/2024,Low
DEF045756,PRD03940,SUP0541,WH023,Quality Failure,71,10/24/2024,Medium
DEF045757,PRD01667,SUP0236,WH012,Expired Product,119,5/6/2024,Critical
DEF045758,PRD07293,SUP0789,WH050,Packaging Damage,272,2/1/2025,Medium
DEF045759,PRD09726,SUP0063,WH009,Expired Product,324,6/12/2025,High
DEF045760,PRD01785,SUP0025,WH032,Expired Product,433,2/18/2023,Critical
DEF045761,PRD04545,SUP0706,WH005,Quality Failure,490,1/16/2024,Low
DEF045762,PRD01397,SUP0316,WH014,Quality Failure,361,5/11/2025,High
DEF045763,PRD01852,SUP0494,WH042,Quality Failure,424,11/29/2024,High
DEF045764,PRD03792,SUP0494,WH045,Label Error,488,7/28/2025,Medium
DEF045765,PRD07054,SUP0738,WH008,Transit Damage,444,12/17/2025,Low
DEF045766,PRD03492,SUP0706,WH002,Transit Damage,302,10/13/2025,Low
DEF045767,PRD02883,SUP0565,WH005,Packaging Damage,134,12/24/2023,Low
DEF045768,PRD06196,SUP0194,WH042,Contamination,91,4/14/2023,Medium
DEF045769,PRD07500,SUP0539,WH015,Contamination,249,3/28/2023,High
DEF045770,PRD01244,SUP0188,WH044,Expired Product,412,12/23/2025,Medium
DEF045771,PRD01393,SUP0978,WH015,Packaging Damage,270,5/31/2026,Medium
DEF045772,PRD01469,SUP0709,WH028,Expired Product,330,11/29/2023,Low
DEF045773,PRD01485,SUP0701,WH039,Label Error,188,2/19/2025,Medium
DEF045774,PRD00528,SUP0472,WH043,Contamination,196,2/23/2024,Medium
DEF045775,PRD04689,SUP0257,WH023,Expired Product,277,1/26/2026,Medium
DEF045776,PRD06533,SUP0582,WH037,Transit Damage,127,1/29/2025,Medium
DEF045777,PRD01043,SUP0595,WH044,Label Error,377,3/20/2026,Low
DEF045778,PRD07002,SUP0667,WH023,Expired Product,378,6/24/2023,High
DEF045779,PRD02294,SUP0399,WH037,Packaging Damage,412,8/29/2025,Medium
DEF045780,PRD00665,SUP0879,WH031,Quality Failure,328,11/29/2023,Medium
DEF045781,PRD08058,SUP0166,WH007,Expired Product,413,10/4/2023,High
DEF045782,PRD04368,SUP0913,WH029,Label Error,105,4/4/2023,Low
DEF045783,PRD01571,SUP0314,WH007,Quality Failure,250,1/21/2026,Low
DEF045784,PRD03333,SUP0445,WH041,Broken Item,374,2/28/2023,Medium
DEF045785,PRD09696,SUP0617,WH030,Packaging Damage,284,12/27/2025,Low
DEF045786,PRD05267,SUP0756,WH009,Label Error,262,1/7/2024,Medium
DEF045787,PRD01997,SUP0112,WH020,Expired Product,253,2/7/2025,Low
DEF045788,PRD04877,SUP0845,WH014,Transit Damage,99,11/28/2024,Low
DEF045789,PRD01605,SUP0888,WH050,Contamination,139,9/30/2024,Critical
DEF045790,PRD00775,SUP0723,WH018,Broken Item,370,6/8/2023,Low
DEF045791,PRD04629,SUP0769,WH007,Contamination,84,2/3/2023,Critical
DEF045792,PRD08968,SUP0637,WH044,Quality Failure,218,2/26/2024,Medium
DEF045793,PRD05771,SUP0568,WH044,Contamination,273,3/27/2023,High
DEF045794,PRD01075,SUP0558,WH011,Broken Item,372,11/15/2024,High
DEF045795,PRD02391,SUP0609,WH040,Quality Failure,199,1/28/2025,Medium
DEF045796,PRD08081,SUP0145,WH007,Contamination,17,4/9/2024,High
DEF045797,PRD01745,SUP0874,WH025,Quality Failure,364,5/28/2023,Low
DEF045798,PRD07250,SUP0187,WH042,Quality Failure,200,7/24/2024,High
DEF045799,PRD02555,SUP0493,WH016,Quality Failure,361,5/17/2024,Medium
DEF045800,PRD00232,SUP0205,WH042,Label Error,391,8/12/2025,Medium
DEF045801,PRD06425,SUP0096,WH038,Quality Failure,221,10/13/2024,Low
DEF045802,PRD06170,SUP0137,WH034,Transit Damage,184,7/5/2025,High
DEF045803,PRD05947,SUP0298,WH021,Packaging Damage,242,5/22/2025,Low
DEF045804,PRD06268,SUP0545,WH011,Contamination,199,2/21/2026,Low
DEF045805,PRD05502,SUP0709,WH017,Contamination,463,11/19/2023,Medium
DEF045806,PRD01206,SUP0982,WH045,Label Error,266,5/15/2024,Medium
DEF045807,PRD05855,SUP0124,WH032,Quality Failure,460,9/19/2025,Low
DEF045808,PRD06825,SUP0940,WH027,Packaging Damage,386,1/29/2024,Low
DEF045809,PRD06482,SUP0864,WH023,Quality Failure,389,12/6/2024,Low
DEF045810,PRD05476,SUP0175,WH029,Expired Product,16,3/22/2023,Medium
DEF045811,PRD00983,SUP0054,WH047,Transit Damage,231,4/26/2023,Medium
DEF045812,PRD05683,SUP0772,WH016,Packaging Damage,243,10/23/2024,Low
DEF045813,PRD06758,SUP0042,WH038,Label Error,29,3/16/2024,Medium
DEF045814,PRD04215,SUP0959,WH037,Expired Product,169,4/8/2023,Medium
DEF045815,PRD01282,SUP0270,WH015,Expired Product,355,9/6/2023,Critical
DEF045816,PRD09958,SUP0960,WH011,Contamination,266,10/21/2025,Medium
DEF045817,PRD05775,SUP0478,WH012,Transit Damage,488,6/17/2025,Low
DEF045818,PRD08378,SUP0159,WH005,Quality Failure,340,8/31/2023,Medium
DEF045819,PRD07632,SUP0535,WH040,Contamination,269,7/4/2025,Low
DEF045820,PRD05440,SUP0143,WH031,Quality Failure,101,4/22/2024,Low
DEF045821,PRD04243,SUP0061,WH007,Broken Item,382,8/5/2024,Low
DEF045822,PRD01239,SUP0100,WH009,Label Error,176,11/2/2025,Low
DEF045823,PRD00024,SUP0867,WH009,Quality Failure,112,10/17/2025,Low
DEF045824,PRD02018,SUP0240,WH037,Packaging Damage,181,9/8/2023,High
DEF045825,PRD09743,SUP0808,WH006,Expired Product,370,6/18/2026,Low
DEF045826,PRD02129,SUP0233,WH005,Label Error,120,6/27/2026,High
DEF045827,PRD04964,SUP0911,WH022,Broken Item,210,11/16/2025,Low
DEF045828,PRD02795,SUP0629,WH004,Quality Failure,457,4/26/2023,Medium
DEF045829,PRD06642,SUP0482,WH025,Broken Item,17,11/13/2024,Low
DEF045830,PRD05224,SUP0061,WH025,Label Error,453,5/15/2026,High
DEF045831,PRD06722,SUP0058,WH012,Expired Product,342,7/14/2025,Low
DEF045832,PRD08096,SUP0323,WH009,Expired Product,360,9/27/2025,Low
DEF045833,PRD06734,SUP0549,WH036,Label Error,468,12/20/2024,Low
DEF045834,PRD03025,SUP0278,WH023,Broken Item,343,3/20/2024,Low
DEF045835,PRD09600,SUP0619,WH049,Transit Damage,355,4/27/2025,Low
DEF045836,PRD08991,SUP0092,WH038,Quality Failure,167,2/18/2026,Medium
DEF045837,PRD05285,SUP0079,WH017,Packaging Damage,170,9/28/2023,Low
DEF045838,PRD04958,SUP0503,WH025,Quality Failure,277,2/5/2026,Medium
DEF045839,PRD08973,SUP0120,WH049,Packaging Damage,46,7/5/2025,Low
DEF045840,PRD03685,SUP0153,WH021,Transit Damage,383,11/28/2024,High
DEF045841,PRD07129,SUP0299,WH008,Label Error,352,6/30/2026,Medium
DEF045842,PRD09624,SUP0690,WH009,Broken Item,99,6/7/2025,High
DEF045843,PRD04139,SUP0458,WH031,Label Error,124,11/24/2023,Low
DEF045844,PRD00272,SUP0029,WH005,Expired Product,175,1/14/2025,Medium
DEF045845,PRD07856,SUP0670,WH018,Broken Item,408,1/20/2023,Low
DEF045846,PRD03797,SUP0649,WH007,Expired Product,8,2/26/2025,Low
DEF045847,PRD02219,SUP0725,WH042,Broken Item,124,2/27/2026,Low
DEF045848,PRD00419,SUP0356,WH008,Contamination,31,4/8/2024,Medium
DEF045849,PRD00949,SUP0961,WH009,Expired Product,425,4/5/2026,Medium
DEF045850,PRD00534,SUP0465,WH020,Label Error,217,4/1/2024,Low
DEF045851,PRD02622,SUP0030,WH040,Transit Damage,493,2/20/2026,Medium
DEF045852,PRD04931,SUP0393,WH040,Broken Item,403,7/8/2023,Medium
DEF045853,PRD00475,SUP0141,WH010,Expired Product,291,1/27/2026,High
DEF045854,PRD06766,SUP0233,WH028,Label Error,328,5/20/2023,High
DEF045855,PRD04856,SUP0371,WH043,Packaging Damage,122,6/8/2023,High
DEF045856,PRD09729,SUP0399,WH014,Contamination,425,10/8/2024,Low
DEF045857,PRD01545,SUP0565,WH033,Packaging Damage,488,5/11/2026,Low
DEF045858,PRD06108,SUP0230,WH048,Quality Failure,235,2/16/2023,Medium
DEF045859,PRD06600,SUP0136,WH040,Contamination,322,11/12/2024,Low
DEF045860,PRD04254,SUP0789,WH020,Transit Damage,216,12/10/2025,Medium
DEF045861,PRD01600,SUP0872,WH022,Expired Product,34,2/13/2025,High
DEF045862,PRD09465,SUP0859,WH009,Expired Product,472,6/26/2023,Medium
DEF045863,PRD05771,SUP0568,WH022,Label Error,487,4/12/2024,Critical
DEF045864,PRD08788,SUP0795,WH034,Quality Failure,409,6/25/2026,Critical
DEF045865,PRD01410,SUP0186,WH023,Label Error,69,8/17/2025,High
DEF045866,PRD06156,SUP0237,WH037,Label Error,288,2/4/2025,Low
DEF045867,PRD08120,SUP0591,WH005,Expired Product,453,7/27/2023,High
DEF045868,PRD08579,SUP0235,WH040,Broken Item,24,8/17/2025,Medium
DEF045869,PRD03023,SUP0252,WH043,Label Error,476,6/13/2024,High
DEF045870,PRD02047,SUP0111,WH030,Label Error,274,1/3/2024,High
DEF045871,PRD02807,SUP0219,WH001,Quality Failure,115,8/26/2025,Low
DEF045872,PRD04138,SUP0289,WH050,Expired Product,25,1/23/2025,Medium
DEF045873,PRD04211,SUP0923,WH006,Quality Failure,147,12/13/2023,Medium
DEF045874,PRD05774,SUP0389,WH049,Expired Product,136,1/7/2025,Medium
DEF045875,PRD02518,SUP0804,WH024,Packaging Damage,146,8/3/2023,Medium
DEF045876,PRD04880,SUP0529,WH006,Label Error,476,12/18/2024,Medium
DEF045877,PRD01706,SUP0389,WH032,Label Error,159,9/6/2024,Medium
DEF045878,PRD00969,SUP0615,WH031,Label Error,14,6/28/2024,Low
DEF045879,PRD07512,SUP0693,WH036,Contamination,257,1/26/2023,Low
DEF045880,PRD03852,SUP0704,WH049,Packaging Damage,202,6/26/2025,High
DEF045881,PRD05588,SUP0025,WH050,Contamination,280,2/3/2024,Medium
DEF045882,PRD05860,SUP0216,WH017,Expired Product,34,5/3/2026,High
DEF045883,PRD05105,SUP0057,WH030,Contamination,283,3/10/2023,Medium
DEF045884,PRD09163,SUP0307,WH046,Packaging Damage,37,8/26/2024,Medium
DEF045885,PRD06927,SUP0624,WH048,Label Error,447,3/20/2026,Low
DEF045886,PRD04181,SUP0548,WH045,Quality Failure,121,3/27/2023,High
DEF045887,PRD07677,SUP0190,WH016,Label Error,405,3/17/2026,Low
DEF045888,PRD03848,SUP0707,WH033,Contamination,312,8/25/2024,Low
DEF045889,PRD07829,SUP0120,WH033,Broken Item,421,1/25/2023,Medium
DEF045890,PRD06805,SUP0594,WH044,Label Error,85,12/10/2023,Medium
DEF045891,PRD04948,SUP0687,WH040,Packaging Damage,480,4/17/2023,Medium
DEF045892,PRD09598,SUP0506,WH031,Expired Product,305,4/23/2025,Medium
DEF045893,PRD09772,SUP0129,WH011,Packaging Damage,155,3/23/2023,Medium
DEF045894,PRD00676,SUP0259,WH001,Contamination,253,3/23/2025,Low
DEF045895,PRD03692,SUP0237,WH042,Transit Damage,234,10/25/2025,High
DEF045896,PRD02530,SUP0467,WH047,Broken Item,356,9/24/2024,Medium
DEF045897,PRD00915,SUP0379,WH035,Quality Failure,81,8/20/2025,High
DEF045898,PRD03443,SUP0395,WH046,Contamination,348,11/12/2025,Medium
DEF045899,PRD07902,SUP0110,WH045,Contamination,11,1/21/2023,Low
DEF045900,PRD07314,SUP0168,WH039,Packaging Damage,342,9/11/2025,Low
DEF045901,PRD00900,SUP0631,WH015,Packaging Damage,286,1/10/2024,Low
DEF045902,PRD02697,SUP0038,WH023,Contamination,281,3/26/2024,Critical
DEF045903,PRD01910,SUP0556,WH045,Label Error,421,8/6/2025,Low
DEF045904,PRD07739,SUP0086,WH022,Packaging Damage,133,8/26/2024,Medium
DEF045905,PRD08610,SUP0319,WH039,Expired Product,294,10/19/2023,Medium
DEF045906,PRD09699,SUP0575,WH009,Contamination,335,4/9/2026,High
DEF045907,PRD08228,SUP0656,WH009,Packaging Damage,252,4/22/2023,Low
DEF045908,PRD00536,SUP0437,WH017,Quality Failure,187,2/9/2024,High
DEF045909,PRD07510,SUP0866,WH003,Quality Failure,167,2/15/2025,High
DEF045910,PRD09842,SUP0444,WH041,Broken Item,411,4/7/2023,High
DEF045911,PRD06105,SUP0314,WH034,Contamination,258,8/31/2024,High
DEF045912,PRD07068,SUP0326,WH023,Packaging Damage,335,1/27/2025,Medium
DEF045913,PRD01340,SUP0902,WH018,Transit Damage,165,6/15/2023,Low
DEF045914,PRD00303,SUP0953,WH007,Transit Damage,110,3/18/2026,Medium
DEF045915,PRD06348,SUP0378,WH050,Contamination,491,12/16/2023,Medium
DEF045916,PRD04508,SUP0431,WH047,Label Error,180,5/17/2024,Low
DEF045917,PRD00675,SUP0649,WH004,Transit Damage,90,10/29/2023,Low
DEF045918,PRD05456,SUP0146,WH030,Expired Product,174,4/17/2023,Medium
DEF045919,PRD03455,SUP0596,WH020,Contamination,129,9/6/2023,Low
DEF045920,PRD01590,SUP0442,WH022,Quality Failure,386,4/20/2023,Medium
DEF045921,PRD00939,SUP0972,WH036,Packaging Damage,163,8/25/2023,Critical
DEF045922,PRD03690,SUP0574,WH008,Broken Item,310,12/3/2024,High
DEF045923,PRD01777,SUP0488,WH037,Quality Failure,173,1/26/2024,Medium
DEF045924,PRD08861,SUP0421,WH007,Contamination,299,5/27/2023,Low
DEF045925,PRD06800,SUP0194,WH044,Expired Product,459,7/14/2024,Medium
DEF045926,PRD05044,SUP0076,WH012,Label Error,457,9/17/2024,High
DEF045927,PRD06138,SUP0030,WH024,Expired Product,336,5/28/2025,High
DEF045928,PRD03963,SUP0553,WH028,Expired Product,156,3/26/2025,High
DEF045929,PRD01580,SUP0190,WH044,Quality Failure,440,3/26/2025,High
DEF045930,PRD01163,SUP0895,WH032,Quality Failure,244,5/8/2026,Low
DEF045931,PRD01326,SUP0401,WH027,Contamination,476,12/19/2024,Medium
DEF045932,PRD09245,SUP0339,WH002,Transit Damage,258,6/3/2024,Low
DEF045933,PRD05653,SUP0475,WH018,Expired Product,389,9/24/2023,Medium
DEF045934,PRD02310,SUP0976,WH002,Expired Product,488,9/13/2025,Medium
DEF045935,PRD06756,SUP0336,WH031,Transit Damage,361,6/1/2023,Low
DEF045936,PRD07138,SUP0348,WH049,Quality Failure,382,6/24/2024,Low
DEF045937,PRD01166,SUP0023,WH011,Broken Item,202,5/5/2024,High
DEF045938,PRD05804,SUP0199,WH009,Quality Failure,71,4/15/2024,High
DEF045939,PRD09260,SUP0246,WH033,Broken Item,174,6/1/2024,Critical
DEF045940,PRD04221,SUP0474,WH014,Quality Failure,366,6/12/2023,Medium
DEF045941,PRD02587,SUP0787,WH043,Packaging Damage,74,3/7/2026,Critical
DEF045942,PRD09951,SUP0647,WH047,Transit Damage,439,6/9/2025,Medium
DEF045943,PRD09562,SUP0920,WH015,Packaging Damage,169,10/23/2025,Low
DEF045944,PRD02925,SUP0131,WH012,Transit Damage,298,2/24/2026,Low
DEF045945,PRD01541,SUP0563,WH034,Transit Damage,483,12/21/2023,Low
DEF045946,PRD07273,SUP0784,WH005,Contamination,285,9/7/2024,Medium
DEF045947,PRD01315,SUP0063,WH041,Packaging Damage,359,7/22/2025,High
DEF045948,PRD04642,SUP0104,WH030,Packaging Damage,455,7/6/2025,Medium
DEF045949,PRD00367,SUP0297,WH035,Transit Damage,441,10/16/2025,Low
DEF045950,PRD06486,SUP0635,WH041,Packaging Damage,313,4/2/2024,Medium
DEF045951,PRD03580,SUP0593,WH037,Broken Item,474,6/26/2024,Low
DEF045952,PRD03164,SUP0757,WH034,Broken Item,49,10/4/2024,Medium
DEF045953,PRD03308,SUP0684,WH041,Contamination,440,12/10/2024,Medium
DEF045954,PRD00447,SUP0745,WH024,Label Error,136,10/14/2023,High
DEF045955,PRD07023,SUP0419,WH048,Packaging Damage,25,10/21/2023,Medium
DEF045956,PRD03026,SUP0499,WH037,Contamination,239,9/8/2025,Medium
DEF045957,PRD03138,SUP0607,WH013,Broken Item,217,6/19/2023,Critical
DEF045958,PRD00260,SUP0543,WH032,Contamination,392,3/1/2026,Low
DEF045959,PRD02095,SUP0518,WH015,Quality Failure,427,1/15/2025,Medium
DEF045960,PRD04575,SUP0578,WH032,Broken Item,202,1/24/2024,Medium
DEF045961,PRD01642,SUP0416,WH024,Broken Item,295,4/12/2024,Medium
DEF045962,PRD05053,SUP0562,WH017,Quality Failure,44,1/20/2026,High
DEF045963,PRD09299,SUP0074,WH030,Label Error,129,11/4/2023,Low
DEF045964,PRD02783,SUP0894,WH034,Packaging Damage,162,8/24/2025,Medium
DEF045965,PRD09342,SUP0882,WH018,Expired Product,448,3/17/2025,Medium
DEF045966,PRD01220,SUP0541,WH041,Transit Damage,165,9/24/2024,Low
DEF045967,PRD06617,SUP0502,WH050,Label Error,379,8/16/2024,Medium
DEF045968,PRD04328,SUP0163,WH035,Packaging Damage,146,3/11/2025,Medium
DEF045969,PRD01385,SUP0577,WH012,Broken Item,208,8/11/2024,Medium
DEF045970,PRD02821,SUP0526,WH050,Expired Product,372,6/13/2026,High
DEF045971,PRD06062,SUP0232,WH014,Expired Product,124,4/11/2023,High
DEF045972,PRD03905,SUP0878,WH007,Quality Failure,8,12/18/2023,Medium
DEF045973,PRD01643,SUP0266,WH027,Label Error,133,4/9/2023,High
DEF045974,PRD06169,SUP0998,WH026,Packaging Damage,166,11/19/2025,Medium
DEF045975,PRD08305,SUP0163,WH033,Transit Damage,246,4/17/2024,Low
