product_id,warehouse_id,category,brand,unit_price,unit_cost,lead_time_days,supplier_id,reorder_point,safety_stock,stock_on_hand,stock_reserved,available_stock,avg_daily_demand,forecasted_demand,reorder_quantity
PRD05216,WH018,Bakery,HappyHome,216.55,137.0,16,SUP0167,145,33,2351,101,2250,4.571428571428571,73.14285714285714,0
PRD08712,WH006,Fruits & Vegetables,PremiumSelect,550.92,429.38,15,SUP0831,185,54,7587,1280,6307,0.0,0.0,0
PRD00367,WH024,Household,GoldenHarvest,533.12,357.3,29,SUP0297,40,60,7228,2795,4433,7.142857142857143,207.14285714285717,0
PRD08298,WH023,Beverages,SmartChoice,196.97,165.84,16,SUP0909,241,77,9358,3471,5887,0.0,0.0,0
PRD09623,WH044,Bakery,GoldenHarvest,253.59,214.71,27,SUP0115,291,67,2898,1024,1874,0.8571428571428571,23.142857142857142,0
PRD00632,WH010,Dairy,SuperFresh,273.42,196.8,6,SUP0929,240,56,8346,1574,6772,0.0,0.0,0
PRD02295,WH009,Beverages,MegaStore,516.66,347.47,7,SUP0128,28,9,414,56,358,0.0,0.0,0
PRD08501,WH020,Bakery,PrimeFoods,520.05,332.6,15,SUP0577,23,79,2040,584,1456,0.5,7.5,0
PRD07183,WH015,Packaged Foods,PureLife,496.45,420.99,29,SUP0782,245,70,8446,2289,6157,0.0,0.0,0
PRD02816,WH037,Snacks,PrimeFoods,441.57,289.16,16,SUP0609,252,8,9763,405,9358,0.0,0.0,0
PRD07762,WH040,Snacks,GoldenHarvest,164.74,120.59,13,SUP0778,154,44,6639,549,6090,9.357142857142858,121.64285714285715,0
PRD07538,WH015,Cleaning Supplies,MegaStore,71.97,54.56,21,SUP0698,40,95,3038,808,2230,0.0,0.0,0
PRD04688,WH006,Packaged Foods,GoldenHarvest,631.69,398.52,22,SUP0349,288,46,7793,3089,4704,6.928571428571429,152.42857142857144,0
PRD05883,WH022,Beverages,DailyChoice,66.07,54.89,23,SUP0138,253,25,1116,96,1020,1.4285714285714286,32.85714285714286,0
PRD01018,WH025,Cleaning Supplies,GoldenHarvest,424.74,365.05,3,SUP0718,135,10,7710,2949,4761,1.6428571428571428,4.928571428571429,0
PRD00957,WH021,Personal Care,MegaStore,290.95,221.16,23,SUP0941,231,56,9387,800,8587,0.0,0.0,0
PRD04101,WH044,Cleaning Supplies,FreshMart,64.15,41.79,13,SUP0554,83,38,4260,34,4226,1.5714285714285714,20.428571428571427,0
PRD09400,WH012,Personal Care,GoldenHarvest,247.31,155.36,5,SUP0943,182,19,8564,3048,5516,6.642857142857143,33.214285714285715,0
PRD09917,WH016,Fruits & Vegetables,PureLife,569.89,480.74,16,SUP0204,46,25,8410,84,8326,0.0,0.0,0
PRD01662,WH017,Personal Care,SmartChoice,358.0,293.4,30,SUP0847,234,29,9445,744,8701,0.0,0.0,0
PRD00290,WH014,Fruits & Vegetables,MegaStore,204.34,156.27,17,SUP0666,160,89,811,324,487,4.642857142857143,78.92857142857143,0
PRD05848,WH030,Cleaning Supplies,PrimeFoods,267.61,180.56,16,SUP0597,124,37,5863,2338,3525,0.0,0.0,0
PRD08256,WH016,Beverages,PureHarvest,668.38,474.31,9,SUP0262,154,11,3193,783,2410,0.8571428571428571,7.7142857142857135,0
PRD03215,WH038,Snacks,SmartChoice,212.39,135.36,5,SUP0989,173,74,1761,304,1457,0.0,0.0,0
PRD05204,WH012,Packaged Foods,SuperFresh,319.3,254.79,16,SUP0721,268,7,1512,304,1208,0.0,0.0,0
PRD06998,WH023,Frozen Foods,ValuePlus,491.01,374.36,18,SUP0260,175,100,4363,1329,3034,5.714285714285714,102.85714285714286,0
PRD03626,WH005,Dairy,GoldenHarvest,624.18,402.8,12,SUP0911,291,62,8221,1056,7165,1.0,12.0,0
PRD01136,WH007,Bakery,HappyHome,107.12,89.65,17,SUP0608,28,36,8166,2933,5233,0.0,0.0,0
PRD09343,WH049,Household,ValuePlus,520.89,436.39,11,SUP0837,252,29,8542,3204,5338,0.0,0.0,0
PRD09113,WH014,Bakery,FamilyChoice,452.27,348.37,30,SUP0288,124,92,8344,267,8077,0.0,0.0,0
PRD03893,WH045,Household,PureHarvest,563.57,422.26,27,SUP0028,26,67,8116,2717,5399,6.714285714285714,181.28571428571428,0
PRD07497,WH002,Bakery,FamilyChoice,419.34,299.57,14,SUP0984,153,10,2204,592,1612,4.285714285714286,60.0,0
PRD04148,WH049,Beverages,GreenHarvest,333.89,285.04,9,SUP0872,291,13,2747,118,2629,0.0,0.0,0
PRD03313,WH038,Household,ValuePlus,503.18,415.35,12,SUP0245,98,78,7823,2068,5755,0.0,0.0,0
PRD00714,WH008,Fruits & Vegetables,MegaStore,305.1,258.16,28,SUP0881,248,48,6279,1013,5266,0.0,0.0,0
PRD07180,WH021,Household,PrimeFoods,492.57,337.9,19,SUP0145,229,14,6242,1292,4950,0.0,0.0,0
PRD06773,WH014,Packaged Foods,HappyHome,431.85,336.01,18,SUP0023,232,36,822,108,714,0.0,0.0,0
PRD09881,WH042,Fruits & Vegetables,HealthySelect,662.38,483.93,2,SUP0860,90,25,3047,7,3040,0.0,0.0,0
PRD08485,WH011,Personal Care,HomeEssentials,295.39,232.14,11,SUP0362,206,31,247,23,224,5.642857142857143,62.07142857142858,13
PRD09403,WH025,Beverages,MegaStore,40.18,25.28,26,SUP0309,184,13,1928,211,1717,0.0,0.0,0
PRD08876,WH006,Cleaning Supplies,FreshMart,521.78,370.06,12,SUP0178,41,42,2284,412,1872,0.0,0.0,0
PRD03227,WH017,Personal Care,UrbanFresh,264.16,171.59,24,SUP0591,170,32,4852,1174,3678,0.0,0.0,0
PRD00320,WH027,Cleaning Supplies,PrimeFoods,668.21,489.7,15,SUP0287,25,75,3607,91,3516,3.9285714285714284,58.92857142857142,0
PRD03083,WH038,Household,SuperFresh,94.12,73.89,22,SUP0985,115,61,2069,680,1389,0.0,0.0,0
PRD06091,WH038,Household,HappyHome,420.84,363.43,30,SUP0987,251,85,337,8,329,1.8571428571428572,55.714285714285715,7
PRD07290,WH042,Bakery,MegaStore,279.37,214.03,3,SUP0804,232,51,7459,533,6926,0.0,0.0,0
PRD08580,WH031,Frozen Foods,DailyChoice,577.39,422.55,27,SUP0167,59,71,7060,2247,4813,6.785714285714286,183.21428571428572,0
PRD09164,WH008,Cleaning Supplies,MegaStore,492.09,367.08,3,SUP0698,150,31,5892,489,5403,0.0,0.0,0
PRD09412,WH027,Personal Care,FreshMart,339.83,253.64,9,SUP0792,180,12,590,16,574,12.714285714285714,114.42857142857142,0
PRD01941,WH041,Snacks,NaturePlus,330.11,207.65,14,SUP0814,47,22,162,5,157,7.0,98.0,0
PRD02348,WH043,Snacks,PremiumSelect,411.64,289.99,20,SUP0704,127,70,5863,1788,4075,0.0,0.0,0
PRD06598,WH042,Cleaning Supplies,GoldenHarvest,440.45,317.59,29,SUP0561,108,44,1036,252,784,0.0,0.0,0
PRD09281,WH029,Frozen Foods,NaturePlus,516.58,447.96,17,SUP0391,82,27,453,56,397,0.0,0.0,0
PRD07375,WH026,Bakery,MegaStore,95.07,60.7,14,SUP0111,285,63,9466,2183,7283,15.142857142857142,212.0,0
PRD09002,WH036,Bakery,QuickBite,296.44,229.4,5,SUP0940,230,56,6914,512,6402,2.142857142857143,10.714285714285714,0
PRD01717,WH049,Cleaning Supplies,GreenHarvest,92.21,69.63,10,SUP0420,65,87,9588,1876,7712,0.0,0.0,0
PRD03686,WH035,Cleaning Supplies,PrimeFoods,135.99,114.52,22,SUP0043,222,76,5457,169,5288,5.5,121.0,0
PRD06217,WH041,Packaged Foods,HealthySelect,143.84,116.84,16,SUP0822,200,98,7039,2425,4614,0.0,0.0,0
PRD00442,WH008,Cleaning Supplies,EcoLiving,390.87,266.75,21,SUP0549,273,98,4269,152,4117,0.0,0.0,0
PRD03109,WH022,Packaged Foods,QuickBite,260.05,212.62,18,SUP0950,271,72,5026,1084,3942,0.0,0.0,0
PRD08762,WH017,Bakery,NaturePlus,118.69,94.06,9,SUP0096,48,68,9705,362,9343,0.0,0.0,0
PRD03261,WH038,Cleaning Supplies,DailyChoice,89.82,76.98,13,SUP0440,31,27,8994,2366,6628,0.0,0.0,0
PRD06793,WH017,Cleaning Supplies,EcoLiving,219.19,171.29,26,SUP0537,97,45,8298,2603,5695,1.1428571428571428,29.71428571428571,0
PRD06655,WH011,Frozen Foods,UrbanFresh,345.26,288.82,14,SUP0225,64,99,7917,1407,6510,0.0,0.0,0
PRD02558,WH024,Packaged Foods,EcoLiving,541.96,401.29,22,SUP0667,243,88,7681,1229,6452,0.0,0.0,0
PRD00398,WH008,Fruits & Vegetables,DailyChoice,441.49,311.4,15,SUP0030,66,34,3455,1172,2283,0.0,0.0,0
PRD09968,WH044,Personal Care,PureHarvest,157.17,126.75,22,SUP0668,33,44,4694,1573,3121,0.0,0.0,0
PRD04377,WH023,Dairy,UrbanFresh,67.38,42.84,27,SUP0481,282,92,1812,102,1710,0.0,0.0,0
PRD01169,WH012,Beverages,HealthySelect,570.94,476.94,22,SUP0427,199,86,3108,51,3057,1.9285714285714286,42.42857142857143,0
PRD05300,WH039,Frozen Foods,FreshMart,742.09,478.1,16,SUP0334,262,67,5927,2097,3830,0.0,0.0,0
PRD09968,WH027,Personal Care,PureHarvest,157.17,126.75,22,SUP0668,33,44,791,144,647,0.0,0.0,0
PRD05337,WH025,Household,SmartChoice,282.41,244.28,16,SUP0671,286,83,137,8,129,0.0,0.0,240
PRD05597,WH048,Beverages,GoldenHarvest,405.41,337.88,7,SUP0095,25,78,142,34,108,0.0,0.0,0
PRD08916,WH001,Beverages,FamilyChoice,178.8,151.85,8,SUP0004,247,22,7105,2512,4593,0.0,0.0,0
PRD02154,WH044,Frozen Foods,HealthySelect,593.96,437.35,21,SUP0529,217,67,3500,1146,2354,0.0,0.0,0
PRD07239,WH015,Packaged Foods,MegaStore,715.71,486.12,25,SUP0942,294,30,394,51,343,0.0,0.0,0
PRD03380,WH028,Dairy,GoldenHarvest,436.84,354.37,29,SUP0500,196,37,7484,1492,5992,11.357142857142858,329.3571428571429,0
PRD00475,WH027,Household,MegaStore,601.26,474.92,29,SUP0141,111,50,2106,404,1702,0.0,0.0,0
PRD09875,WH038,Bakery,EcoLiving,491.11,360.08,18,SUP0442,20,73,7100,40,7060,6.571428571428571,118.28571428571428,0
PRD05032,WH024,Dairy,HealthySelect,119.4,76.01,21,SUP0946,148,50,5469,1830,3639,0.0,0.0,0
PRD03676,WH027,Snacks,SuperFresh,228.63,190.25,14,SUP0618,163,46,9330,1488,7842,0.0,0.0,0
PRD07649,WH038,Cleaning Supplies,PremiumSelect,507.31,414.7,13,SUP0820,154,91,917,164,753,0.0,0.0,0
PRD02126,WH039,Cleaning Supplies,FamilyChoice,426.55,324.17,3,SUP0896,179,31,4941,1823,3118,0.0,0.0,0
PRD04135,WH035,Fruits & Vegetables,SuperFresh,656.55,415.62,27,SUP0088,247,96,6698,2131,4567,3.857142857142857,104.14285714285714,0
PRD00859,WH036,Beverages,HappyHome,220.62,188.77,12,SUP0474,110,60,5036,1462,3574,2.357142857142857,28.285714285714285,0
PRD02043,WH017,Beverages,HappyHome,401.95,295.99,15,SUP0763,291,56,3809,67,3742,0.0,0.0,0
PRD09206,WH027,Snacks,PureLife,481.89,418.51,19,SUP0316,73,58,8206,699,7507,0.0,0.0,0
PRD01355,WH045,Frozen Foods,HealthySelect,468.26,356.31,22,SUP0131,21,41,1364,466,898,0.0,0.0,0
PRD08373,WH048,Dairy,PremiumSelect,347.43,239.49,5,SUP0005,78,21,2145,458,1687,0.0,0.0,0
PRD05957,WH004,Snacks,SmartChoice,112.84,81.26,7,SUP0683,39,22,3184,394,2790,0.0,0.0,0
PRD09934,WH002,Dairy,HealthySelect,476.5,341.06,28,SUP0192,254,49,1658,584,1074,0.0,0.0,0
PRD03272,WH049,Packaged Foods,NaturePlus,529.02,380.05,28,SUP0652,263,44,951,180,771,6.714285714285714,188.0,0
PRD09720,WH021,Beverages,GreenHarvest,548.82,422.22,4,SUP0156,160,34,2119,469,1650,0.0,0.0,0
PRD02571,WH023,Fruits & Vegetables,PureLife,253.54,167.84,22,SUP0948,219,91,2252,145,2107,6.857142857142857,150.85714285714286,0
PRD07511,WH038,Beverages,FreshMart,305.06,195.83,12,SUP0319,172,40,4323,1595,2728,0.0,0.0,0
PRD03431,WH044,Household,DailyChoice,406.58,261.73,17,SUP0205,141,100,752,150,602,5.928571428571429,100.78571428571429,0
PRD09723,WH002,Snacks,HappyHome,410.87,282.88,26,SUP0664,56,17,9197,424,8773,0.0,0.0,0
PRD04865,WH041,Bakery,HappyHome,194.3,144.56,20,SUP0988,49,19,4486,786,3700,0.0,0.0,0
PRD05668,WH029,Fruits & Vegetables,UrbanFresh,667.69,420.37,24,SUP0368,296,6,6034,997,5037,0.0,0.0,0
PRD08167,WH036,Frozen Foods,GoldenHarvest,311.73,198.77,21,SUP0139,214,35,130,24,106,0.0,0.0,143
PRD09344,WH003,Packaged Foods,PureHarvest,444.02,312.02,30,SUP0418,69,79,5383,1821,3562,0.0,0.0,0
PRD01077,WH036,Cleaning Supplies,PrimeFoods,199.76,132.4,21,SUP0329,288,88,9212,2121,7091,1.6428571428571428,34.5,0
PRD04962,WH022,Packaged Foods,GreenHarvest,525.26,377.95,14,SUP0868,161,36,9455,140,9315,0.0,0.0,0
PRD09531,WH047,Fruits & Vegetables,FamilyChoice,92.79,68.03,19,SUP0032,178,18,3739,512,3227,5.285714285714286,100.42857142857143,0
PRD03113,WH017,Snacks,ValuePlus,320.48,259.2,19,SUP0348,123,47,1382,61,1321,5.571428571428571,105.85714285714285,0
PRD07933,WH004,Household,GoldenHarvest,252.56,168.71,26,SUP0053,59,6,9972,1627,8345,0.0,0.0,0
PRD04447,WH003,Frozen Foods,PureHarvest,145.07,93.15,12,SUP0745,88,98,3705,784,2921,0.0,0.0,0
PRD07350,WH049,Frozen Foods,NaturePlus,548.59,451.71,27,SUP0338,128,70,6234,1455,4779,17.214285714285715,464.78571428571433,0
PRD04917,WH004,Bakery,PrimeFoods,542.46,357.26,10,SUP0508,114,36,3190,1052,2138,0.0,0.0,0
PRD02990,WH032,Beverages,SuperFresh,362.54,235.39,14,SUP0276,251,82,2662,612,2050,0.0,0.0,0
PRD06251,WH029,Packaged Foods,NaturePlus,173.88,146.3,17,SUP0338,198,49,2164,395,1769,0.0,0.0,0
PRD05413,WH030,Frozen Foods,ValuePlus,168.03,105.14,7,SUP0336,252,27,7777,1294,6483,1.6428571428571428,11.5,0
PRD00880,WH026,Packaged Foods,DailyChoice,56.07,48.74,17,SUP0845,152,57,7137,736,6401,0.0,0.0,0
PRD02363,WH021,Personal Care,UrbanFresh,181.92,121.41,3,SUP0617,275,48,9592,3380,6212,0.0,0.0,0
PRD04065,WH013,Household,DailyChoice,545.44,416.87,3,SUP0912,176,60,3496,589,2907,2.2142857142857144,6.642857142857143,0
PRD02436,WH037,Personal Care,DailyChoice,243.3,186.79,24,SUP0460,283,34,9990,2836,7154,5.071428571428571,121.71428571428571,0
PRD09365,WH017,Cleaning Supplies,MegaStore,512.31,332.7,13,SUP0972,253,37,9363,2664,6699,0.0,0.0,0
PRD04545,WH022,Packaged Foods,NaturePlus,304.67,208.22,10,SUP0706,50,66,3785,2,3783,0.0,0.0,0
PRD07819,WH011,Snacks,QuickBite,487.84,343.81,22,SUP0568,27,90,5864,1740,4124,8.571428571428571,188.57142857142856,0
PRD02643,WH025,Snacks,PureLife,436.35,350.71,26,SUP0580,64,20,432,132,300,0.0,0.0,0
PRD00519,WH030,Cleaning Supplies,GreenHarvest,467.11,308.57,30,SUP0912,132,95,1364,360,1004,0.21428571428571427,6.428571428571428,0
PRD00742,WH003,Personal Care,SmartChoice,397.02,270.79,10,SUP0018,143,97,9745,3602,6143,0.0,0.0,0
PRD04396,WH005,Household,FamilyChoice,224.16,158.58,28,SUP0941,282,78,1546,220,1326,0.0,0.0,0
PRD04148,WH019,Beverages,GreenHarvest,333.89,285.04,9,SUP0872,291,13,100,15,85,0.0,0.0,219
PRD02815,WH026,Household,GreenHarvest,254.68,216.07,6,SUP0087,216,58,6001,80,5921,1.7142857142857142,10.285714285714285,0
PRD00327,WH029,Packaged Foods,SmartChoice,131.74,100.32,13,SUP0852,21,52,3476,186,3290,6.857142857142857,89.14285714285714,0
PRD08695,WH024,Bakery,HappyHome,373.58,282.9,18,SUP0234,119,28,4787,772,4015,2.142857142857143,38.57142857142857,0
PRD06636,WH012,Cleaning Supplies,ValuePlus,321.51,215.21,10,SUP0349,178,85,6879,1302,5577,0.0,0.0,0
PRD02149,WH041,Snacks,GreenHarvest,547.05,413.72,29,SUP0522,196,69,1256,375,881,2.7857142857142856,80.78571428571428,0
PRD07969,WH046,Frozen Foods,ValuePlus,364.59,270.24,23,SUP0488,205,65,9108,1235,7873,12.928571428571429,297.3571428571429,0
PRD08396,WH027,Household,GoldenHarvest,212.54,139.73,27,SUP0553,41,69,2468,345,2123,0.0,0.0,0
PRD06593,WH038,Dairy,GreenHarvest,268.05,176.64,12,SUP0557,31,45,5931,1611,4320,6.714285714285714,80.57142857142857,0
PRD06089,WH035,Cleaning Supplies,UrbanFresh,65.27,50.51,15,SUP0520,268,13,6521,2006,4515,3.2857142857142856,49.285714285714285,0
PRD07257,WH013,Personal Care,FamilyChoice,150.95,115.57,25,SUP0691,23,93,575,10,565,0.0,0.0,0
PRD08899,WH026,Packaged Foods,PremiumSelect,571.61,405.88,24,SUP0824,145,41,4758,1409,3349,0.0,0.0,0
PRD09060,WH005,Cleaning Supplies,QuickBite,386.38,323.17,17,SUP0739,44,34,1486,382,1104,0.0,0.0,0
PRD07401,WH038,Snacks,UrbanFresh,450.26,346.23,24,SUP0349,37,17,7862,262,7600,0.0,0.0,0
PRD05226,WH003,Bakery,ValuePlus,233.84,170.94,10,SUP0361,21,38,5836,236,5600,0.0,0.0,0
PRD01796,WH018,Dairy,EcoLiving,582.84,367.26,25,SUP0415,292,45,2743,783,1960,0.0,0.0,0
PRD07270,WH033,Packaged Foods,GreenHarvest,86.01,60.94,8,SUP0492,284,62,3915,152,3763,0.0,0.0,0
PRD00486,WH014,Frozen Foods,HomeEssentials,411.94,350.39,6,SUP0352,209,70,6848,420,6428,0.0,0.0,0
PRD09618,WH027,Household,NaturePlus,538.18,417.96,8,SUP0146,159,52,5618,1779,3839,3.357142857142857,26.857142857142858,0
PRD00817,WH043,Dairy,PrimeFoods,459.03,350.5,12,SUP0575,191,48,9588,167,9421,0.0,0.0,0
PRD03338,WH010,Personal Care,EcoLiving,729.34,464.06,21,SUP0502,20,53,8604,852,7752,0.0,0.0,0
PRD00909,WH015,Snacks,ValuePlus,284.28,222.49,6,SUP0707,279,73,5107,188,4919,0.0,0.0,0
PRD00485,WH014,Packaged Foods,GoldenHarvest,574.56,425.73,22,SUP0526,208,16,6478,663,5815,0.0,0.0,0
PRD05857,WH034,Fruits & Vegetables,PureLife,341.13,254.99,27,SUP0961,137,86,5998,211,5787,0.0,0.0,0
PRD04535,WH023,Bakery,ValuePlus,551.07,406.02,27,SUP0222,231,40,3239,188,3051,0.0,0.0,0
PRD04264,WH010,Fruits & Vegetables,EcoLiving,261.06,223.62,9,SUP0865,248,13,6778,1227,5551,3.857142857142857,34.714285714285715,0
PRD08049,WH023,Fruits & Vegetables,HappyHome,40.01,31.85,6,SUP0757,159,51,6927,1764,5163,7.285714285714286,43.714285714285715,0
PRD00769,WH027,Dairy,DailyChoice,195.78,149.13,24,SUP0408,205,66,4513,265,4248,0.0,0.0,0
PRD09372,WH012,Dairy,DailyChoice,112.66,72.62,8,SUP0978,176,48,6408,1396,5012,0.0,0.0,0
PRD09798,WH049,Frozen Foods,GreenHarvest,410.08,288.96,12,SUP0191,290,70,6594,2353,4241,5.928571428571429,71.14285714285714,0
PRD00016,WH048,Beverages,EcoLiving,641.16,479.73,5,SUP0523,258,69,2469,2,2467,6.857142857142857,34.285714285714285,0
PRD07230,WH039,Personal Care,SmartChoice,111.42,93.77,26,SUP0251,99,16,9546,500,9046,0.0,0.0,0
PRD04762,WH036,Packaged Foods,PrimeFoods,510.53,323.36,25,SUP0888,73,74,746,202,544,0.0,0.0,0
PRD07464,WH007,Cleaning Supplies,UrbanFresh,270.88,196.18,4,SUP0452,84,29,1383,223,1160,9.0,36.0,0
PRD08015,WH019,Packaged Foods,PureLife,379.98,290.43,29,SUP0043,40,36,4195,1405,2790,0.0,0.0,0
PRD09639,WH045,Cleaning Supplies,PureLife,585.87,385.53,9,SUP0731,168,58,9843,998,8845,0.0,0.0,0
PRD06192,WH039,Snacks,PureHarvest,316.57,239.98,29,SUP0297,115,95,5569,473,5096,7.0,203.0,0
PRD08552,WH025,Frozen Foods,PureLife,300.87,219.86,22,SUP0257,221,50,3441,756,2685,0.0,0.0,0
PRD00111,WH039,Snacks,MegaStore,52.67,43.59,6,SUP0657,176,60,2206,810,1396,6.285714285714286,37.714285714285715,0
PRD08467,WH049,Snacks,SmartChoice,378.81,272.58,29,SUP0527,227,34,2521,364,2157,0.0,0.0,0
PRD09601,WH019,Fruits & Vegetables,NaturePlus,224.96,175.41,2,SUP0508,71,100,3589,49,3540,0.0,0.0,0
PRD01965,WH037,Beverages,QuickBite,592.39,396.27,11,SUP0768,211,69,9361,3195,6166,4.5,49.5,0
PRD03733,WH004,Cleaning Supplies,PrimeFoods,606.98,469.03,12,SUP0643,139,45,2345,336,2009,1.7142857142857142,20.57142857142857,0
PRD09945,WH047,Dairy,NaturePlus,479.07,402.82,4,SUP0774,128,58,7315,1343,5972,0.0,0.0,0
PRD00969,WH046,Household,ValuePlus,98.6,74.35,2,SUP0615,197,14,8437,349,8088,0.0,0.0,0
PRD02148,WH025,Fruits & Vegetables,ValuePlus,205.93,158.26,6,SUP0091,257,57,8294,2342,5952,0.0,0.0,0
PRD05166,WH026,Beverages,PureHarvest,70.93,47.59,7,SUP0927,175,13,5010,635,4375,4.928571428571429,34.5,0
PRD05230,WH036,Bakery,GreenHarvest,251.29,208.87,21,SUP0352,191,26,3454,1344,2110,0.0,0.0,0
PRD08593,WH029,Beverages,QuickBite,528.64,337.28,14,SUP0936,66,53,323,11,312,5.714285714285714,80.0,0
PRD04095,WH043,Packaged Foods,HappyHome,577.48,461.51,24,SUP0765,246,78,3336,1076,2260,0.0,0.0,0
PRD02206,WH012,Household,ValuePlus,269.6,191.93,17,SUP0831,63,83,9483,345,9138,6.928571428571429,117.78571428571429,0
PRD08075,WH031,Fruits & Vegetables,GreenHarvest,219.39,162.66,4,SUP0958,45,71,8053,394,7659,0.0,0.0,0
PRD06961,WH026,Snacks,HealthySelect,345.56,252.49,12,SUP0270,67,83,4335,1167,3168,0.0,0.0,0
PRD06363,WH016,Cleaning Supplies,PrimeFoods,381.13,250.29,9,SUP0953,103,72,5621,1396,4225,1.0,9.0,0
PRD04780,WH015,Personal Care,SuperFresh,417.28,323.0,4,SUP0826,160,10,1064,220,844,3.4285714285714284,13.714285714285714,0
PRD09533,WH038,Personal Care,NaturePlus,707.32,446.17,15,SUP0650,279,77,4274,50,4224,4.5,67.5,0
PRD05139,WH007,Snacks,DailyChoice,526.81,387.57,27,SUP0466,24,21,1583,423,1160,0.0,0.0,0
PRD02897,WH047,Fruits & Vegetables,DailyChoice,668.63,450.43,30,SUP0419,151,48,952,273,679,1.0,30.0,0
PRD04991,WH002,Cleaning Supplies,GoldenHarvest,352.49,229.02,26,SUP0347,217,47,7593,2822,4771,0.0,0.0,0
PRD05288,WH043,Frozen Foods,HappyHome,94.94,70.18,16,SUP0570,272,79,4964,1338,3626,0.0,0.0,0
PRD02983,WH003,Bakery,DailyChoice,297.33,254.43,16,SUP0305,76,38,5256,586,4670,2.7857142857142856,44.57142857142857,0
PRD07464,WH044,Cleaning Supplies,UrbanFresh,270.88,196.18,4,SUP0452,84,29,6349,2059,4290,9.0,36.0,0
PRD03899,WH043,Packaged Foods,PremiumSelect,575.4,446.7,27,SUP0859,156,46,3266,844,2422,0.0,0.0,0
PRD02818,WH050,Household,MegaStore,617.14,430.38,20,SUP0220,158,62,2699,135,2564,1.2142857142857142,24.285714285714285,0
PRD05855,WH036,Personal Care,PremiumSelect,526.89,341.74,2,SUP0124,187,19,8895,1116,7779,9.142857142857142,18.285714285714285,0
PRD04432,WH039,Cleaning Supplies,MegaStore,421.14,297.96,15,SUP0389,278,41,9869,1419,8450,0.0,0.0,0
PRD09014,WH042,Bakery,FamilyChoice,177.82,111.63,22,SUP0165,173,54,3309,1226,2083,0.0,0.0,0
PRD05559,WH050,Household,HealthySelect,235.55,182.94,2,SUP0671,151,74,6325,1804,4521,0.0,0.0,0
PRD07789,WH024,Bakery,GreenHarvest,137.8,109.3,5,SUP0287,161,56,889,167,722,0.21428571428571427,1.0714285714285714,0
PRD06950,WH031,Packaged Foods,ValuePlus,159.39,116.38,8,SUP0098,154,68,8085,1389,6696,0.0,0.0,0
PRD02203,WH017,Household,EcoLiving,558.16,364.69,25,SUP0556,144,79,7564,317,7247,7.0,175.0,0
PRD05842,WH005,Frozen Foods,SmartChoice,669.61,499.22,8,SUP0285,152,78,2056,317,1739,0.0,0.0,0
PRD08204,WH041,Personal Care,SuperFresh,390.69,302.33,16,SUP0681,92,40,8605,3113,5492,3.0,48.0,0
PRD09893,WH007,Cleaning Supplies,NaturePlus,49.0,38.07,30,SUP0111,146,68,7866,651,7215,0.0,0.0,0
PRD04728,WH007,Frozen Foods,QuickBite,533.41,335.93,14,SUP0722,213,76,9479,3699,5780,12.428571428571429,174.0,0
PRD03192,WH039,Fruits & Vegetables,PureLife,250.89,168.46,29,SUP0246,45,76,1539,230,1309,0.0,0.0,0
PRD07385,WH024,Cleaning Supplies,NaturePlus,615.87,385.4,27,SUP0619,234,71,326,18,308,1.2142857142857142,32.785714285714285,0
PRD03617,WH030,Bakery,UrbanFresh,228.75,184.96,30,SUP0652,281,61,7025,1989,5036,0.07142857142857142,2.142857142857143,0
PRD09608,WH029,Packaged Foods,HealthySelect,363.89,286.02,27,SUP0275,100,94,3800,1020,2780,0.0,0.0,0
PRD03366,WH040,Bakery,EcoLiving,464.22,337.66,21,SUP0228,160,15,2314,38,2276,4.571428571428571,96.0,0
PRD06948,WH041,Packaged Foods,DailyChoice,495.37,376.66,27,SUP0465,270,42,2012,428,1584,0.0,0.0,0
PRD08046,WH010,Beverages,PureHarvest,634.25,434.15,2,SUP0882,155,71,3450,477,2973,0.0,0.0,0
PRD08382,WH012,Fruits & Vegetables,FreshMart,113.19,80.15,2,SUP0596,298,37,9582,1802,7780,4.285714285714286,8.571428571428571,0
PRD09576,WH016,Packaged Foods,UrbanFresh,109.74,75.99,7,SUP0443,213,77,9451,1983,7468,3.0714285714285716,21.5,0
PRD02928,WH009,Household,PremiumSelect,176.98,144.56,22,SUP0820,84,63,8829,1677,7152,0.0,0.0,0
PRD06285,WH041,Dairy,HealthySelect,460.28,326.86,30,SUP0311,137,53,9620,3546,6074,0.0,0.0,0
PRD02758,WH003,Frozen Foods,FreshMart,67.18,43.26,6,SUP0218,260,98,4316,660,3656,0.0,0.0,0
PRD04800,WH042,Fruits & Vegetables,HealthySelect,473.54,297.71,22,SUP0046,26,17,6995,2029,4966,0.0,0.0,0
PRD06565,WH030,Bakery,HealthySelect,176.96,142.47,24,SUP0885,90,37,9895,3438,6457,0.0,0.0,0
PRD00529,WH015,Packaged Foods,GoldenHarvest,282.62,190.25,28,SUP0351,141,61,6536,123,6413,12.214285714285714,342.0,0
PRD07619,WH002,Frozen Foods,PureHarvest,178.51,127.6,7,SUP0152,173,79,8320,534,7786,1.9285714285714286,13.5,0
PRD05550,WH030,Dairy,QuickBite,62.05,44.28,19,SUP0084,234,73,8506,1133,7373,0.0,0.0,0
